"Protein_IDs"	"Majority_protein_IDs"	"Peptide_counts_all"	"Peptide_counts_razor_unique"	"Peptide_counts_unique"	"Fasta_headers"	"Number_of_proteins"	"Peptides"	"Razor_unique_peptides"	"Unique_peptides"	"Peptides_D_R1"	"Peptides_D_R2"	"Peptides_D_R3"	"Peptides_E_R1"	"Peptides_E_R2"	"Peptides_E_R3"	"Razor_unique_peptides_D_R1"	"Razor_unique_peptides_D_R2"	"Razor_unique_peptides_D_R3"	"Razor_unique_peptides_E_R1"	"Razor_unique_peptides_E_R2"	"Razor_unique_peptides_E_R3"	"Unique_peptides_D_R1"	"Unique_peptides_D_R2"	"Unique_peptides_D_R3"	"Unique_peptides_E_R1"	"Unique_peptides_E_R2"	"Unique_peptides_E_R3"	"Sequence_coverage"	"Unique_razor_sequence_coverage"	"Unique_sequence_coverage"	"Mol_weight_kDa"	"Sequence_length"	"Sequence_lengths"	"Q_value"	"Identification_type_D_R1"	"Identification_type_D_R2"	"Identification_type_D_R3"	"Identification_type_E_R1"	"Identification_type_E_R2"	"Identification_type_E_R3"	"Sequence_coverage_D_R1"	"Sequence_coverage_D_R2"	"Sequence_coverage_D_R3"	"Sequence_coverage_E_R1...."	"Sequence_coverage_E_R2"	"Sequence_coverage_E_R3"	"Intensity"	"Intensity_D_R1"	"Intensity_D_R2"	"Intensity_D_R3"	"Intensity_E_R1"	"Intensity_E_R2"	"Intensity_E_R3"	"iBAQ"	"iBAQ_D_R1"	"iBAQ_D_R2"	"iBAQ_D_R3"	"iBAQ_E_R1"	"iBAQ_E_R2"	"iBAQ_E_R3"	"LFQ_intensity_D_R1"	"LFQ_intensity_D_R2"	"LFQ.intensity_D_R3"	"LFQ_intensity_E_R1"	"LFQ_intensity_E_R2"	"LFQ_intensity_E_R3"	"MS_MS_Count_D_R1"	"MS_MS_Count_D_R2"	"MS_MS_Count_D_R3"	"MS_MS_Count_E_R1"	"MS_MS_Count_E_R2"	"MS_MS_Count_E_R3"	"MS_MS_Count"	"Only_identified_by_site"	"Reverse"	"Potential_contaminant"	"id"	"Peptide_IDs"	"Peptide_is_razor"	"Mod_peptide_IDs"	"Evidence_IDs"	"MS_MS_IDs"	"Best_MS_MS"	"Oxidation_M_site_IDs"	"Oxidation_M_site_positions"
"Q08023"	"sp|Q08023|FMP25_YEAST"	"2"	"2"	"2"	">sp|Q08023|FMP25_YEAST Protein FMP25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP25 PE=4 SV=1"	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.8	5.8	5.8	66.689	583	"583"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2.6	2.6	2.6	2.6	3.3	2.6	"12302000"	3622000	2881200	NA	1796400	1090400	2911900	384440	113190	90038	0	56138	34076	90996	0	0	0	0	0	2870700	1	1	1	1	0	1	5	""	""	""	2146	"3347;6577"	"True;True"	"3362;6607"	"22644;43864;43865;43866;43867;43868;43869"	"32266;61551;61552;61553;61554;61555"	"32266;61551"	""	""
"Q08096"	"sp|Q08096|RCL1_YEAST"	"4"	"4"	"4"	">sp|Q08096|RCL1_YEAST RNA 3-terminal phosphate cyclase-like protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RCL1 PE=1 SV=1"	1	4	4	4	3	3	2	2	3	4	3	3	2	2	3	4	3	3	2	2	3	4	15.3	15.3	15.3	40.17	367	"367"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	12.3	12.3	10.1	10.1	12.3	15.3	"123250000"	26396000	23988000	11345000	12926000	20919000	27678000	5602400	1199800	1090400	515700	587540	950880	1258100	31782000	0	0	0	0	23981000	1	1	1	3	2	3	11	""	""	""	2147	"2034;4268;4555;13955"	"True;True;True;True"	"2046;4288;4576;14026"	"14063;14064;14065;14066;28484;28485;28486;28487;28488;28489;30505;30506;30507;30508;30509;30510;30511;30512;30513;30514;93737"	"20086;40230;43141;43142;43143;43144;43145;43146;43147;43148;43149;43150;131576"	"20086;40230;43149;131576"	""	""
"Q08157"	"sp|Q08157|YOL19_YEAST"	"2"	"2"	"2"	">sp|Q08157|YOL19_YEAST Uncharacterized membrane protein YOL019W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL019W PE=1 SV=1"	1	2	2	2	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	7.3	7.3	7.3	60.9	551	"551"	0.00098814	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	0	2.2	0	7.3	0	0	"13421000"	NA	3951900	NA	9468900	NA	NA	610040	0	179630	0	430410	0	0	0	0	0	9468900	0	0	0	1	0	1	0	0	2	""	""	""	2148	"900;8801"	"True;True"	"908;8845"	"6479;6480;58437"	"9656;81437"	"9656;81437"	""	""
"Q08162"	"sp|Q08162|RRP44_YEAST"	"9"	"9"	"9"	">sp|Q08162|RRP44_YEAST Exosome complex exonuclease DIS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIS3 PE=1 SV=1"	1	9	9	9	6	7	6	9	8	9	6	7	6	9	8	9	6	7	6	9	8	9	14.8	14.8	14.8	113.71	1001	"1001"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	9.7	10.8	9.7	14.8	13.6	14.8	"428350000"	66877000	58401000	56883000	74495000	80762000	90936000	7932500	1238500	1081500	1053400	1379500	1495600	1684000	78371000	60641000	72379000	67258000	76673000	88566000	1	1	2	3	5	4	16	""	""	""	2149	"1166;1552;3466;3684;5091;5860;6834;8750;9292"	"True;True;True;True;True;True;True;True;True"	"1176;1562;3481;3701;5113;5884;6864;8793;9340"	"8492;8493;8494;8495;8496;8497;11007;11008;11009;23364;23365;23366;23367;23368;23369;24803;24804;24805;24806;33949;33950;33951;33952;33953;33954;39003;39004;39005;39006;39007;39008;45528;45529;45530;45531;58076;58077;58078;58079;61673;61674;61675;61676;61677;61678"	"12592;12593;12594;12595;12596;12597;16032;16033;33131;33132;33133;33134;33135;33136;35164;35165;35166;47943;47944;47945;47946;47947;47948;54826;54827;54828;54829;54830;63802;63803;63804;80891;85924"	"12595;16032;33133;35166;47947;54826;63804;80891;85924"	""	""
"Q08179"	"sp|Q08179|MDM38_YEAST"	"7"	"7"	"7"	">sp|Q08179|MDM38_YEAST Mitochondrial distribution and morphology protein 38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM38 PE=1 SV=1"	1	7	7	7	6	5	5	7	6	3	6	5	5	7	6	3	6	5	5	7	6	3	19.4	19.4	19.4	65.004	573	"573"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19.2	16.4	16.4	19.4	19.2	10.6	"329120000"	50971000	50819000	53403000	62754000	61831000	49346000	9973400	1544600	1540000	1618300	1901600	1873700	1495300	54083000	56819000	66818000	51390000	54826000	58976000	3	4	7	7	3	3	27	""	""	""	2150	"5494;8342;10701;10996;11243;11244;11245"	"True;True;True;True;True;True;True"	"5516;8382;10755;11052;11303;11304;11305"	"36483;36484;36485;55535;55536;55537;55538;55539;71227;71228;71229;71230;71231;73036;73037;73038;73039;73040;73041;73042;73043;73044;73045;73046;73047;74977;74978;74979;74980;74981;74982;74983;74984;74985;74986;74987;74988;74989"	"51394;77506;99123;101852;101853;101854;101855;101856;101857;101858;101859;101860;101861;101862;104490;104491;104492;104493;104494;104495;104496;104497;104498;104499;104500;104501;104502"	"51394;77506;99123;101859;104491;104501;104502"	""	""
"Q08193"	"sp|Q08193|GAS5_YEAST"	"5"	"5"	"5"	">sp|Q08193|GAS5_YEAST 1,3-beta-glucanosyltransferase GAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS5 PE=1 SV=1"	1	5	5	5	4	5	5	4	5	5	4	5	5	4	5	5	4	5	5	4	5	5	14.7	14.7	14.7	51.869	484	"484"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13	14.7	14.7	13	14.7	14.7	"753650000"	79263000	169030000	117660000	83573000	166110000	138010000	47103000	4953900	10564000	7353800	5223300	10382000	8625800	127360000	143020000	131660000	112130000	129860000	132580000	11	9	10	9	10	13	62	""	""	""	2151	"4293;7328;7882;9288;9390"	"True;True;True;True;True"	"4313;7359;7913;9336;9438"	"28645;28646;28647;28648;28649;28650;28651;28652;48738;48739;48740;48741;48742;52601;52602;52603;52604;52605;52606;52607;52608;52609;52610;52611;52612;61649;61650;61651;61652;61653;61654;62389;62390;62391;62392;62393;62394;62395;62396;62397;62398;62399"	"40434;40435;40436;40437;40438;40439;40440;40441;68251;68252;68253;68254;73801;73802;73803;73804;73805;73806;73807;73808;73809;73810;73811;73812;73813;73814;73815;73816;73817;73818;73819;73820;73821;73822;73823;73824;73825;73826;73827;73828;73829;73830;73831;73832;85899;85900;85901;85902;85903;85904;85905;85906;85907;85908;85909;85910;85911;86825;86826;86827;86828;86829;86830;86831;86832"	"40440;68251;73807;85904;86825"	""	""
"Q08199"	"sp|Q08199|SIL1_YEAST"	"4"	"4"	"4"	">sp|Q08199|SIL1_YEAST Nucleotide exchange factor SIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIL1 PE=1 SV=1"	1	4	4	4	2	2	4	2	1	2	2	2	4	2	1	2	2	2	4	2	1	2	13.3	13.3	13.3	48.274	421	"421"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	6.2	6.2	13.3	6.2	3.8	6.2	"62458000"	9486000	10127000	11175000	12198000	8926800	10546000	2402200	364840	389490	429820	469140	343340	405600	0	0	0	12198000	0	0	1	2	5	1	1	2	12	""	""	""	2152	"4044;4609;8590;11308"	"True;True;True;True"	"4062;4630;8633;11369"	"27021;30876;57101;57102;57103;57104;57105;57106;75338;75339;75340;75341;75342"	"38297;43621;43622;79597;79598;79599;79600;79601;79602;104917;104918;104919"	"38297;43622;79602;104919"	""	""
"Q08202"	"sp|Q08202|OPI10_YEAST"	"2"	"2"	"2"	">sp|Q08202|OPI10_YEAST Protein OPI10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OPI10 PE=1 SV=1"	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	12.2	12.2	12.2	27.166	246	"246"	0.0040286	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	6.1	6.1	6.1	6.1	12.2	6.1	"36411000"	4888800	5061600	5808100	5976000	8103500	6573200	3310100	444430	460140	528010	543270	736690	597560	0	0	0	0	0	6480300	0	0	0	1	1	1	3	""	""	""	2153	"5448;8772"	"True;True"	"5470;8815"	"36237;58220;58221;58222;58223;58224;58225"	"51053;81113;81114"	"51053;81114"	""	""
"Q08208"	"sp|Q08208|NOP12_YEAST"	"9"	"9"	"9"	">sp|Q08208|NOP12_YEAST Nucleolar protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP12 PE=1 SV=1"	1	9	9	9	8	7	8	7	7	7	8	7	8	7	7	7	8	7	8	7	7	7	23.1	23.1	23.1	51.941	459	"459"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20.5	20.3	22.9	20.3	20.3	20.3	"1048300000"	175130000	168450000	163330000	183410000	189060000	168890000	38825000	6486300	6238900	6049200	6792800	7002300	6255100	178780000	181520000	173050000	182600000	186390000	168060000	7	6	8	7	7	8	43	""	""	""	2154	"878;5523;6211;9980;10448;10449;10705;11200;11978"	"True;True;True;True;True;True;True;True;True"	"886;5545;6238;10032;10500;10501;10759;11259;12039"	"6340;6341;6342;6343;6344;6345;36651;36652;36653;36654;36655;36656;41277;41278;41279;41280;41281;41282;41283;41284;41285;41286;41287;41288;66459;69489;69490;69491;69492;69493;69494;69495;69496;69497;69498;71256;71257;71258;71259;71260;71261;74681;74682;74683;74684;74685;74686;79961;79962;79963;79964;79965;79966;79967;79968;79969;79970;79971;79972"	"9452;9453;9454;9455;9456;9457;9458;9459;51602;51603;51604;51605;51606;51607;57959;57960;57961;57962;57963;57964;57965;57966;57967;57968;57969;92196;96787;96788;96789;96790;96791;99155;99156;99157;99158;99159;99160;104084;104085;104086;104087;104088;104089;104090;111683;111684;111685;111686;111687"	"9452;51605;57965;92196;96787;96791;99160;104089;111685"	""	""
"Q08217"	"sp|Q08217|PSK2_YEAST"	"2"	"1"	"1"	">sp|Q08217|PSK2_YEAST Serine/threonine-protein kinase PSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSK2 PE=1 SV=1"	1	2	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1.3	1.3	124.37	1101	"1101"	0.0013928	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	0.7	0.7	1.3	0	0	0	"5022800"	NA	NA	5022800	NA	NA	NA	82341	0	0	82341	0	0	0	0	0	5458100	0	0	0	0	0	0	0	0	0	0	""	""	""	2155	"6454;12388"	"False;True"	"6484;12453"	"42988;42989;82861"	"60362;116125"	"60362;116125"	""	""
"Q08220"	"sp|Q08220|GSHB_YEAST"	"6"	"6"	"6"	">sp|Q08220|GSHB_YEAST Glutathione synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GSH2 PE=1 SV=1"	1	6	6	6	6	6	6	5	5	6	6	6	6	5	5	6	6	6	6	5	5	6	19.8	19.8	19.8	55.815	491	"491"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19.8	19.8	19.8	15.9	15.9	19.8	"478240000"	72956000	80308000	78850000	76725000	82187000	87213000	19130000	2918300	3212300	3154000	3069000	3287500	3488500	75674000	89821000	82374000	74886000	82970000	88543000	8	8	5	7	8	8	44	""	""	""	2156	"1102;3200;6997;7808;10674;11887"	"True;True;True;True;True;True"	"1111;3215;7027;7839;10728;11948"	"8024;8025;8026;8027;8028;8029;8030;8031;8032;8033;8034;8035;8036;21780;21781;21782;21783;21784;21785;21786;21787;21788;21789;21790;21791;21792;46609;46610;46611;46612;46613;46614;52051;52052;52053;52054;52055;52056;71037;71038;71039;71040;71041;71042;79207;79208;79209;79210;79211;79212;79213"	"12034;12035;12036;12037;12038;12039;12040;12041;12042;12043;12044;12045;12046;12047;12048;31046;31047;31048;31049;31050;31051;31052;31053;31054;31055;31056;65309;65310;65311;65312;65313;65314;65315;65316;65317;65318;65319;65320;73015;98891;98892;98893;98894;110466;110467;110468;110469;110470;110471;110472"	"12048;31055;65320;73015;98894;110472"	""	""
"Q08225"	"sp|Q08225|DPP3_YEAST"	"8"	"8"	"8"	">sp|Q08225|DPP3_YEAST Probable dipeptidyl peptidase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL057W PE=1 SV=1"	1	8	8	8	6	6	7	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	13.6	13.6	13.6	80.509	711	"711"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	10	9	11.8	11	11	11	"846450000"	132020000	127610000	142150000	149490000	143340000	151830000	22275000	3474300	3358300	3740800	3933900	3772100	3995600	140340000	150100000	145430000	155350000	144790000	145790000	6	6	9	6	5	5	37	""	""	""	2157	"306;5316;5891;8826;9001;9342;10908;10909"	"True;True;True;True;True;True;True;True"	"311;5338;5916;8872;9047;9390;10962;10963"	"2241;2242;2243;2244;2245;2246;35395;39194;39195;39196;39197;39198;39199;58615;58616;58617;58618;59810;59811;59812;59813;59814;59815;62018;62019;62020;62021;62022;62023;72456;72457;72458;72459;72460;72461;72462;72463"	"3271;3272;3273;3274;3275;3276;49856;55056;81665;81666;83363;83364;83365;83366;83367;83368;83369;83370;83371;86358;86359;86360;86361;86362;86363;86364;86365;86366;86367;86368;86369;86370;86371;86372;86373;86374;100952;100953;100954;100955;100956;100957;100958"	"3272;49856;55056;81665;83366;86371;100954;100958"	""	""
"Q08229"	"sp|Q08229|NBA1_YEAST"	"2"	"2"	"2"	">sp|Q08229|NBA1_YEAST Protein NBA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NBA1 PE=1 SV=1"	1	2	2	2	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	7	7	7	55.923	501	"501"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	3	7	7	7	3	3	"55835000"	8659300	13537000	7376400	9049100	7627600	9585800	1994100	309260	483470	263440	323180	272420	342350	0	15252000	0	0	0	0	2	3	4	2	1	3	15	""	""	""	2158	"10101;10747"	"True;True"	"10153;10801"	"67192;67193;67194;67195;67196;67197;71481;71482;71483"	"93329;93330;93331;93332;93333;93334;93335;93336;93337;93338;93339;93340;99476;99477;99478"	"93331;99478"	""	""
"Q08235"	"sp|Q08235|BRX1_YEAST"	"3"	"3"	"3"	">sp|Q08235|BRX1_YEAST Ribosome biogenesis protein BRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRX1 PE=1 SV=2"	1	3	3	3	2	2	2	2	3	1	2	2	2	2	3	1	2	2	2	2	3	1	9.3	9.3	9.3	33.531	291	"291"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	6.2	6.2	6.2	6.2	9.3	5.5	"130440000"	26301000	30973000	26316000	4426500	25291000	17133000	7673000	1547100	1821900	1548000	260380	1487700	1007800	28778000	31882000	28218000	0	28036000	0	2	2	1	1	2	2	10	""	""	""	2159	"2700;9657;9768"	"True;True;True"	"2714;9706;9817"	"18257;18258;18259;18260;18261;18262;64153;64942;64943;64944;64945;64946"	"25967;25968;25969;25970;25971;25972;25973;25974;89044;90091;90092"	"25973;89044;90092"	""	""
"Q08237"	"sp|Q08237|REXO4_YEAST"	"1"	"1"	"1"	">sp|Q08237|REXO4_YEAST RNA exonuclease 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REX4 PE=1 SV=1"	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	4.5	4.5	4.5	32.895	289	"289"	0	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	0	4.5	4.5	4.5	4.5	0	"17878000"	NA	8743900	NA	NA	9134100	NA	1277000	0	624560	0	0	652440	0	0	0	0	0	9046000	0	0	1	1	1	1	0	4	""	""	""	2160	"12004"	"True"	"12065"	"80158;80159;80160;80161"	"111966;111967;111968;111969"	"111969"	""	""
"Q08245"	"sp|Q08245|ZEO1_YEAST"	"4"	"4"	"4"	">sp|Q08245|ZEO1_YEAST Protein ZEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZEO1 PE=1 SV=3"	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	25.7	25.7	25.7	12.589	113	"113"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	25.7	25.7	25.7	25.7	25.7	25.7	"7354100000"	1148600000	1.106e+09	1251500000	1203100000	1301800000	1343200000	1225700000	191430000	184330000	208580000	200520000	216970000	223870000	1231400000	1278600000	1359600000	1171800000	1231700000	1388500000	9	9	6	9	9	8	50	""	""	""	2161	"2244;2718;4351;7970"	"True;True;True;True"	"2256;2732;4371;8001"	"15453;15454;15455;15456;15457;15458;18385;18386;18387;18388;18389;18390;29025;29026;29027;29028;29029;29030;29031;29032;29033;29034;29035;29036;53167;53168;53169;53170;53171;53172"	"22047;22048;22049;22050;22051;22052;22053;22054;22055;22056;22057;22058;26106;26107;26108;26109;26110;26111;26112;26113;26114;26115;26116;26117;26118;26119;26120;26121;26122;26123;26124;26125;26126;26127;26128;40881;40882;40883;40884;40885;40886;40887;40888;40889;40890;40891;40892;74540;74541;74542;74543;74544"	"22048;26119;40887;74542"	""	""
"Q08273"	"sp|Q08273|RBX1_YEAST"	"2"	"2"	"2"	">sp|Q08273|RBX1_YEAST RING-box protein HRT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRT1 PE=1 SV=1"	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	13.2	13.2	13.2	13.94	121	"121"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13.2	13.2	13.2	13.2	13.2	13.2	"119280000"	13140000	30181000	18308000	29736000	9475600	18436000	19879000	2189900	5030200	3051300	4956000	1579300	3072700	9810900	22682000	17445000	15259000	0	20625000	2	2	3	3	2	1	13	""	""	""	2162	"1182;11811"	"True;True"	"1192;11872"	"8579;8580;8581;8582;8583;8584;8585;8586;8587;8588;78697;78698;78699;78700;78701;78702;78703;78704;78705;78706"	"12686;12687;12688;12689;12690;12691;12692;12693;12694;109823;109824;109825;109826;109827;109828;109829"	"12687;109827"	""	""
"Q08282"	"sp|Q08282|TYW4_YEAST"	"4"	"4"	"4"	">sp|Q08282|TYW4_YEAST tRNA wybutosine-synthesizing protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPM2 PE=1 SV=2"	1	4	4	4	1	2	2	1	2	3	1	2	2	1	2	3	1	2	2	1	2	3	9.9	9.9	9.9	78.956	695	"695"	0	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1.9	6.3	4.9	1.9	4.9	6.6	"39626000"	2820100	9196200	5271500	4986200	6347600	11004000	1200800	85459	278670	159740	151100	192350	333460	0	0	0	0	0	10849000	0	2	1	2	1	2	8	""	""	""	2163	"2264;6069;11722;12946"	"True;True;True;True"	"2276;6096;11783;13014"	"15585;40381;78160;78161;78162;78163;87011;87012;87013;87014;87015"	"22208;56759;109128;109129;109130;109131;122341;122342;122343;122344;122345"	"22208;56759;109130;122344"	""	""
"Q08285"	"sp|Q08285|RRP40_YEAST"	"1"	"1"	"1"	">sp|Q08285|RRP40_YEAST Exosome complex component RRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP40 PE=1 SV=2"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	26.556	240	"240"	0.00096061	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	5	5	5	5	5	5	"41886000"	7989200	6419700	6252500	6637900	7166200	7420200	2792400	532620	427980	416830	442520	477750	494680	0	0	0	0	0	7315300	1	1	1	0	1	1	5	""	""	""	2164	"9350"	"True"	"9398"	"62069;62070;62071;62072;62073;62074"	"86433;86434;86435;86436;86437"	"86435"	""	""
"Q08287"	"sp|Q08287|NOP8_YEAST"	"2"	"2"	"2"	">sp|Q08287|NOP8_YEAST 60S ribosome subunit biogenesis protein NOP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP8 PE=1 SV=1"	1	2	2	2	1	0	0	2	2	1	1	0	0	2	2	1	1	0	0	2	2	1	5.4	5.4	5.4	56.965	484	"484"	0	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2.3	0	0	5.4	5.4	2.3	"50153000"	4309300	NA	NA	14168000	25039000	6637000	2006100	172370	0	0	566710	1001500	265480	0	0	0	0	24797000	0	0	0	0	0	0	0	0	""	""	""	2165	"3304;8565"	"True;True"	"3319;8608"	"22387;22388;22389;22390;56947;56948"	"31932;31933;31934;79367"	"31934;79367"	""	""
"Q08412"	"sp|Q08412|CUE5_YEAST"	"3"	"3"	"3"	">sp|Q08412|CUE5_YEAST Ubiquitin-binding protein CUE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CUE5 PE=1 SV=1"	1	3	3	3	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	19.2	19.2	19.2	46.869	411	"411"	0.00099059	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	12.2	11.2	12.2	11.2	11.2	4.1	"224750000"	38033000	39167000	29595000	45724000	50107000	22126000	10216000	1728800	1780300	1345200	2078400	2277600	1005700	0	0	32159000	0	0	0	1	0	2	0	0	0	3	""	""	""	2166	"8398;10733;13082"	"True;True;True"	"8438;10787;13150"	"55913;55914;71405;71406;71407;87988;87989;87990;87991;87992;87993"	"78014;78015;78016;99387;123715"	"78016;99387;123715"	""	""
"Q08421"	"sp|Q08421|ETT1_YEAST"	"7"	"7"	"7"	">sp|Q08421|ETT1_YEAST Enhancer of translation termination 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ETT1 PE=1 SV=1"	1	7	7	7	5	5	5	6	6	5	5	5	5	6	6	5	5	5	5	6	6	5	18.9	18.9	18.9	47.351	412	"412"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	16.3	16.3	16.3	18.7	16.5	16.3	"576830000"	99926000	82533000	79724000	120210000	99375000	95062000	38456000	6661700	5502200	5314900	8014300	6625000	6337500	101770000	102850000	93503000	101070000	100590000	99986000	7	7	7	7	8	6	42	""	""	""	2167	"1985;3608;5910;7817;7954;12294;12376"	"True;True;True;True;True;True;True"	"1997;3624;5936;7848;7985;12358;12441"	"13719;13720;13721;13722;13723;13724;24320;24321;24322;24323;24324;24325;39316;52150;52151;52152;52153;52154;52155;52156;52157;52158;52159;53054;82210;82211;82212;82213;82214;82215;82216;82217;82768;82769;82770;82771;82772;82773"	"19545;19546;19547;19548;19549;19550;34539;34540;34541;34542;34543;34544;34545;34546;34547;34548;34549;34550;55220;73176;73177;73178;73179;73180;73181;73182;73183;74419;115145;115146;115147;115148;115149;115150;115151;115152;115153;115154;115155;115156;115157;115158;115955;115956;115957;115958;115959;115960"	"19547;34542;55220;73176;74419;115156;115959"	""	""
"Q08444"	"sp|Q08444|NOB1_YEAST"	"3"	"3"	"3"	">sp|Q08444|NOB1_YEAST 20S-pre-rRNA D-site endonuclease NOB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOB1 PE=1 SV=1"	1	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	10.5	10.5	10.5	51.741	459	"459"	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	5.2	10.5	10.5	10.5	10.5	10.5	"191240000"	34965000	30629000	31341000	35991000	24278000	34032000	9561800	1748300	1531400	1567100	1799600	1213900	1701600	0	31373000	34316000	32572000	30810000	33080000	1	2	2	1	3	2	11	""	""	""	2168	"2088;6238;8555"	"True;True;True"	"2100;6265;8598"	"14436;14437;14438;14439;14440;14441;41487;41488;41489;41490;41491;41492;41493;41494;56885;56886;56887;56888;56889;56890;56891"	"20580;20581;20582;20583;20584;20585;58258;58259;58260;58261;58262;58263;58264;79310;79311;79312"	"20583;58258;79311"	""	""
